"","Individual","Health","photo","measurement","value","Species"
"906","123","Healthy Control",3,"symb_vac",0.506120981083219,"Pavona"
"907","123","Healthy Control",3,"symb_vac",0.482906888343283,"Pavona"
"908","123","Healthy Control",3,"symb_vac",0.467866167010485,"Pavona"
"909","123","Healthy Control",4,"symb_vac",0.602875203915171,"Pavona"
"910","123","Healthy Control",4,"symb_vac",0.446337065856899,"Pavona"
"911","123","Healthy Control",4,"symb_vac",0.38564480228628,"Pavona"
"912","123","Healthy Control",5,"symb_vac",0.452970066208697,"Pavona"
"913","123","Healthy Control",5,"symb_vac",0.60229589099882,"Pavona"
"914","123","Healthy Control",5,"symb_vac",0.529738609460308,"Pavona"
"915","123","Healthy Control",NA,"min_symb",22.888,"Pavona"
"916","123","Healthy Control",NA,"max_vac",88.272,"Pavona"
"917","123","Healthy Control",NA,"avg_symb",34.8553333333333,"Pavona"
"918","123","Healthy Control",NA,"avg_vac",71.2093333333333,"Pavona"
"919","28","Disease Lesion",1,"gastro",1,"Pocillopora"
"920","28","Disease Lesion",1,"prop_exo",0.428571428571429,"Pocillopora"
"921","28","Disease Lesion",1,"degr_symb",1,"Pocillopora"
"922","28","Disease Lesion",2,"gastro",1,"Pocillopora"
"923","28","Disease Lesion",2,"prop_exo",0.111111111111111,"Pocillopora"
"924","28","Disease Lesion",2,"degr_symb",1,"Pocillopora"
"925","28","Disease Lesion",3,"gastro",1,"Pocillopora"
"926","28","Disease Lesion",3,"prop_exo",0.4,"Pocillopora"
"927","28","Disease Lesion",3,"degr_symb",1,"Pocillopora"
"928","28","Disease Lesion",4,"gastro",1,"Pocillopora"
"929","28","Disease Lesion",4,"prop_exo",0,"Pocillopora"
"930","28","Disease Lesion",4,"degr_symb",1,"Pocillopora"
"931","28","Disease Lesion",5,"gastro",1,"Pocillopora"
"932","28","Disease Lesion",5,"prop_exo",0,"Pocillopora"
"933","28","Disease Lesion",5,"degr_symb",1,"Pocillopora"
"934","28","Disease Lesion",1,"symb_vac",0.525032369443246,"Pocillopora"
"935","28","Disease Lesion",1,"symb_vac",0.498702287922814,"Pocillopora"
"936","28","Disease Lesion",1,"symb_vac",0.405406519565912,"Pocillopora"
"937","28","Disease Lesion",2,"symb_vac",0.506036779945389,"Pocillopora"
"938","28","Disease Lesion",2,"symb_vac",0.475700910068452,"Pocillopora"
"939","28","Disease Lesion",2,"symb_vac",0.525608325256338,"Pocillopora"
"940","28","Disease Lesion",3,"symb_vac",0.514838352498818,"Pocillopora"
"941","28","Disease Lesion",3,"symb_vac",0.4678137277308,"Pocillopora"
"942","28","Disease Lesion",3,"symb_vac",0.491591714556006,"Pocillopora"
"943","28","Disease Lesion",4,"symb_vac",0.517017717875411,"Pocillopora"
"944","28","Disease Lesion",4,"symb_vac",0.53975201276014,"Pocillopora"
"945","28","Disease Lesion",4,"symb_vac",0.534754637334091,"Pocillopora"
"946","28","Disease Lesion",5,"symb_vac",0.549872313920897,"Pocillopora"
"947","28","Disease Lesion",5,"symb_vac",0.465608570973395,"Pocillopora"
"948","28","Disease Lesion",5,"symb_vac",0.48603524973253,"Pocillopora"
"949","28","Disease Lesion",NA,"min_symb",34.526,"Pocillopora"
"950","28","Disease Lesion",NA,"max_vac",121.588,"Pocillopora"
"951","28","Disease Lesion",NA,"avg_symb",45.3502666666667,"Pocillopora"
"952","28","Disease Lesion",NA,"avg_vac",90.5752666666667,"Pocillopora"
"953","117","Healthy Control",1,"gastro",0,"Pocillopora"
"954","117","Healthy Control",1,"prop_exo",0.3125,"Pocillopora"
"955","117","Healthy Control",1,"degr_symb",1,"Pocillopora"
"956","117","Healthy Control",2,"gastro",1,"Pocillopora"
"957","117","Healthy Control",2,"prop_exo",0.375,"Pocillopora"
"958","117","Healthy Control",2,"degr_symb",1,"Pocillopora"
"959","117","Healthy Control",3,"gastro",1,"Pocillopora"
"960","117","Healthy Control",3,"prop_exo",0.142857142857143,"Pocillopora"
"961","117","Healthy Control",3,"degr_symb",1,"Pocillopora"
"962","117","Healthy Control",4,"gastro",1,"Pocillopora"
"963","117","Healthy Control",4,"prop_exo",0.272727272727273,"Pocillopora"
"964","117","Healthy Control",4,"degr_symb",1,"Pocillopora"
"965","117","Healthy Control",5,"gastro",1,"Pocillopora"
"966","117","Healthy Control",5,"prop_exo",0.111111111111111,"Pocillopora"
"967","117","Healthy Control",5,"degr_symb",1,"Pocillopora"
"968","117","Healthy Control",1,"symb_vac",0.434847896440129,"Pocillopora"
"969","117","Healthy Control",1,"symb_vac",0.579169166984889,"Pocillopora"
"970","117","Healthy Control",1,"symb_vac",0.599910899497417,"Pocillopora"
"971","117","Healthy Control",2,"symb_vac",0.502004212937399,"Pocillopora"
"972","117","Healthy Control",2,"symb_vac",0.506482128269183,"Pocillopora"
"973","117","Healthy Control",2,"symb_vac",0.384169256576638,"Pocillopora"
"974","117","Healthy Control",3,"symb_vac",0.386357081049899,"Pocillopora"
"975","117","Healthy Control",3,"symb_vac",0.509045402652147,"Pocillopora"
"976","117","Healthy Control",3,"symb_vac",0.578229898824345,"Pocillopora"
"977","117","Healthy Control",4,"symb_vac",0.495775714073293,"Pocillopora"
"978","117","Healthy Control",4,"symb_vac",0.531737212513049,"Pocillopora"
"979","117","Healthy Control",4,"symb_vac",0.480680529300567,"Pocillopora"
"980","117","Healthy Control",5,"symb_vac",0.665532282677686,"Pocillopora"
"981","117","Healthy Control",5,"symb_vac",0.472454309811713,"Pocillopora"
"982","117","Healthy Control",5,"symb_vac",0.519454455210514,"Pocillopora"
"983","117","Healthy Control",NA,"min_symb",29.543,"Pocillopora"
"984","117","Healthy Control",NA,"max_vac",118.788,"Pocillopora"
"985","117","Healthy Control",NA,"avg_symb",41.3821333333333,"Pocillopora"
"986","117","Healthy Control",NA,"avg_vac",81.3958,"Pocillopora"
"987","276","No Active Infection",1,"gastro",1,"OrbicellaF"
"988","276","No Active Infection",1,"prop_exo",0.461538461538462,"OrbicellaF"
"989","276","No Active Infection",1,"degr_symb",1,"OrbicellaF"
"990","276","No Active Infection",2,"gastro",1,"OrbicellaF"
"991","276","No Active Infection",2,"prop_exo",0.0666666666666667,"OrbicellaF"
"992","276","No Active Infection",2,"degr_symb",1,"OrbicellaF"
"993","276","No Active Infection",3,"gastro",1,"OrbicellaF"
"994","276","No Active Infection",3,"prop_exo",0,"OrbicellaF"
"995","276","No Active Infection",3,"degr_symb",1,"OrbicellaF"
"996","276","No Active Infection",4,"gastro",1,"OrbicellaF"
"997","276","No Active Infection",4,"prop_exo",0.5,"OrbicellaF"
"998","276","No Active Infection",4,"degr_symb",1,"OrbicellaF"
"999","276","No Active Infection",5,"gastro",1,"OrbicellaF"
"1000","276","No Active Infection",5,"prop_exo",0.333333333333333,"OrbicellaF"
"1001","276","No Active Infection",5,"degr_symb",1,"OrbicellaF"
"1002","276","No Active Infection",1,"symb_vac",0.587648504413326,"OrbicellaF"
"1003","276","No Active Infection",1,"symb_vac",0.364407730498443,"OrbicellaF"
"1004","276","No Active Infection",1,"symb_vac",0.515497686606887,"OrbicellaF"
"1005","276","No Active Infection",2,"symb_vac",0.494540201743218,"OrbicellaF"
"1006","276","No Active Infection",2,"symb_vac",0.569899655161701,"OrbicellaF"
"1007","276","No Active Infection",2,"symb_vac",0.458656996649855,"OrbicellaF"
"1008","276","No Active Infection",3,"symb_vac",0.498692747167619,"OrbicellaF"
"1009","276","No Active Infection",3,"symb_vac",0.510829622584411,"OrbicellaF"
"1010","276","No Active Infection",3,"symb_vac",0.430813428937746,"OrbicellaF"
"1011","276","No Active Infection",4,"symb_vac",0.430246802016186,"OrbicellaF"
"1012","276","No Active Infection",4,"symb_vac",0.524086609453355,"OrbicellaF"
"1013","276","No Active Infection",4,"symb_vac",0.550368983015576,"OrbicellaF"
"1014","276","No Active Infection",5,"symb_vac",0.425969768712439,"OrbicellaF"
"1015","276","No Active Infection",5,"symb_vac",0.551542387927208,"OrbicellaF"
"1016","276","No Active Infection",5,"symb_vac",0.534798331786125,"OrbicellaF"
"1017","276","No Active Infection",NA,"min_symb",21.425,"OrbicellaF"
"1018","276","No Active Infection",NA,"max_vac",84.236,"OrbicellaF"
"1019","276","No Active Infection",NA,"avg_symb",33.3173333333333,"OrbicellaF"
"1020","276","No Active Infection",NA,"avg_vac",67.1307333333333,"OrbicellaF"
"1021","CNAT_7","Disease Donor",1,"gastro",1,"CNAT"
"1022","CNAT_7","Disease Donor",1,"prop_exo",0.380952380952381,"CNAT"
"1023","CNAT_7","Disease Donor",1,"degr_symb",1,"CNAT"
"1024","CNAT_7","Disease Donor",2,"gastro",1,"CNAT"
"1025","CNAT_7","Disease Donor",2,"prop_exo",0.555555555555556,"CNAT"
"1026","CNAT_7","Disease Donor",2,"degr_symb",1,"CNAT"
"1027","CNAT_7","Disease Donor",3,"gastro",1,"CNAT"
"1028","CNAT_7","Disease Donor",3,"prop_exo",0.4,"CNAT"
"1029","CNAT_7","Disease Donor",3,"degr_symb",1,"CNAT"
"1030","CNAT_7","Disease Donor",4,"gastro",1,"CNAT"
"1031","CNAT_7","Disease Donor",4,"prop_exo",0.416666666666667,"CNAT"
"1032","CNAT_7","Disease Donor",4,"degr_symb",1,"CNAT"
"1033","CNAT_7","Disease Donor",5,"gastro",1,"CNAT"
"1034","CNAT_7","Disease Donor",5,"prop_exo",0.285714285714286,"CNAT"
"1035","CNAT_7","Disease Donor",5,"degr_symb",1,"CNAT"
"1036","CNAT_7","Disease Donor",1,"symb_vac",0.54973487760074,"CNAT"
"1037","CNAT_7","Disease Donor",1,"symb_vac",0.508969108463206,"CNAT"
"1038","CNAT_7","Disease Donor",1,"symb_vac",0.472454996896338,"CNAT"
"1039","CNAT_7","Disease Donor",2,"symb_vac",0.354809416257247,"CNAT"
"1040","CNAT_7","Disease Donor",2,"symb_vac",0.459653829140566,"CNAT"
"1041","CNAT_7","Disease Donor",2,"symb_vac",0.560517015446929,"CNAT"
"1042","CNAT_7","Disease Donor",3,"symb_vac",0.551587888832983,"CNAT"
"1043","CNAT_7","Disease Donor",3,"symb_vac",0.521894035168372,"CNAT"
"1044","CNAT_7","Disease Donor",3,"symb_vac",0.556956619731676,"CNAT"
"1045","CNAT_7","Disease Donor",4,"symb_vac",0.476993634061195,"CNAT"
"1046","CNAT_7","Disease Donor",4,"symb_vac",0.545178886571474,"CNAT"
"1047","CNAT_7","Disease Donor",4,"symb_vac",0.476730595110709,"CNAT"
"1048","CNAT_7","Disease Donor",5,"symb_vac",0.409405131704164,"CNAT"
"1049","CNAT_7","Disease Donor",5,"symb_vac",0.461349290925486,"CNAT"
"1050","CNAT_7","Disease Donor",5,"symb_vac",0.513937145693461,"CNAT"
"1051","CNAT_7","Disease Donor",NA,"min_symb",22.801,"CNAT"
"1052","CNAT_7","Disease Donor",NA,"max_vac",107.926,"CNAT"
"1053","CNAT_7","Disease Donor",NA,"avg_symb",38.5545333333333,"CNAT"
"1054","CNAT_7","Disease Donor",NA,"avg_vac",77.7442666666667,"CNAT"
"1055","DLAB_5","Disease Donor",1,"gastro",1,"DLAB"
"1056","DLAB_5","Disease Donor",1,"prop_exo",0,"DLAB"
"1057","DLAB_5","Disease Donor",1,"degr_symb",1,"DLAB"
"1058","DLAB_5","Disease Donor",2,"gastro",1,"DLAB"
"1059","DLAB_5","Disease Donor",2,"prop_exo",0.375,"DLAB"
"1060","DLAB_5","Disease Donor",2,"degr_symb",1,"DLAB"
"1061","DLAB_5","Disease Donor",3,"gastro",1,"DLAB"
"1062","DLAB_5","Disease Donor",3,"prop_exo",0,"DLAB"
"1063","DLAB_5","Disease Donor",3,"degr_symb",1,"DLAB"
"1064","DLAB_5","Disease Donor",4,"gastro",0,"DLAB"
"1065","DLAB_5","Disease Donor",4,"prop_exo",0.25,"DLAB"
"1066","DLAB_5","Disease Donor",4,"degr_symb",1,"DLAB"
"1067","DLAB_5","Disease Donor",5,"gastro",1,"DLAB"
"1068","DLAB_5","Disease Donor",5,"prop_exo",0.285714285714286,"DLAB"
"1069","DLAB_5","Disease Donor",5,"degr_symb",1,"DLAB"
"1070","DLAB_5","Disease Donor",1,"symb_vac",0.404326909171543,"DLAB"
"1071","DLAB_5","Disease Donor",1,"symb_vac",0.439648435287855,"DLAB"
"1072","DLAB_5","Disease Donor",1,"symb_vac",0.517968922601075,"DLAB"
"1073","DLAB_5","Disease Donor",2,"symb_vac",0.486282424170476,"DLAB"
"1074","DLAB_5","Disease Donor",2,"symb_vac",0.383862898504444,"DLAB"
"1075","DLAB_5","Disease Donor",2,"symb_vac",0.504203265614054,"DLAB"
"1076","DLAB_5","Disease Donor",3,"symb_vac",0.610917526378639,"DLAB"
"1077","DLAB_5","Disease Donor",3,"symb_vac",0.410420272489238,"DLAB"
"1078","DLAB_5","Disease Donor",3,"symb_vac",0.574247764243976,"DLAB"
"1079","DLAB_5","Disease Donor",4,"symb_vac",0.392487329522777,"DLAB"
"1080","DLAB_5","Disease Donor",4,"symb_vac",0.348275429574815,"DLAB"
"1081","DLAB_5","Disease Donor",4,"symb_vac",0.477379049832922,"DLAB"
"1082","DLAB_5","Disease Donor",5,"symb_vac",0.427199508303776,"DLAB"
"1083","DLAB_5","Disease Donor",5,"symb_vac",0.453625022599891,"DLAB"
"1084","DLAB_5","Disease Donor",5,"symb_vac",0.40452464956613,"DLAB"
"1085","DLAB_5","Disease Donor",NA,"min_symb",22.581,"DLAB"
"1086","DLAB_5","Disease Donor",NA,"max_vac",159.46,"DLAB"
"1087","DLAB_5","Disease Donor",NA,"avg_symb",40.532,"DLAB"
"1088","DLAB_5","Disease Donor",NA,"avg_vac",90.3746,"DLAB"
"1089","OFRA_18","Disease Donor",1,"gastro",1,"OFRA"
"1090","OFRA_18","Disease Donor",1,"prop_exo",0.1,"OFRA"
"1091","OFRA_18","Disease Donor",1,"degr_symb",1,"OFRA"
"1092","OFRA_18","Disease Donor",2,"gastro",1,"OFRA"
"1093","OFRA_18","Disease Donor",2,"prop_exo",0.181818181818182,"OFRA"
"1094","OFRA_18","Disease Donor",2,"degr_symb",1,"OFRA"
"1095","OFRA_18","Disease Donor",3,"gastro",1,"OFRA"
"1096","OFRA_18","Disease Donor",3,"prop_exo",0.416666666666667,"OFRA"
"1097","OFRA_18","Disease Donor",3,"degr_symb",1,"OFRA"
"1098","OFRA_18","Disease Donor",4,"gastro",1,"OFRA"
"1099","OFRA_18","Disease Donor",4,"prop_exo",0.222222222222222,"OFRA"
"1100","OFRA_18","Disease Donor",4,"degr_symb",1,"OFRA"
"1101","OFRA_18","Disease Donor",5,"gastro",1,"OFRA"
"1102","OFRA_18","Disease Donor",5,"prop_exo",0.125,"OFRA"
"1103","OFRA_18","Disease Donor",5,"degr_symb",1,"OFRA"
"1104","OFRA_18","Disease Donor",1,"symb_vac",0.411706085570024,"OFRA"
"1105","OFRA_18","Disease Donor",1,"symb_vac",0.477591147906384,"OFRA"
"1106","OFRA_18","Disease Donor",1,"symb_vac",0.400293366860975,"OFRA"
"1107","OFRA_18","Disease Donor",2,"symb_vac",0.790285595163644,"OFRA"
"1108","OFRA_18","Disease Donor",2,"symb_vac",0.321233460304731,"OFRA"
"1109","OFRA_18","Disease Donor",2,"symb_vac",0.584304912780349,"OFRA"
"1110","OFRA_18","Disease Donor",3,"symb_vac",0.486410159710224,"OFRA"
"1111","OFRA_18","Disease Donor",3,"symb_vac",0.543717209942376,"OFRA"
"1112","OFRA_18","Disease Donor",3,"symb_vac",0.42193478908416,"OFRA"
"1113","OFRA_18","Disease Donor",4,"symb_vac",0.491083735354928,"OFRA"
"1114","OFRA_18","Disease Donor",4,"symb_vac",0.44780822116711,"OFRA"
"1115","OFRA_18","Disease Donor",4,"symb_vac",0.512977225330883,"OFRA"
"1116","OFRA_18","Disease Donor",5,"symb_vac",0.54119150144324,"OFRA"
"1117","OFRA_18","Disease Donor",5,"symb_vac",0.517299196252728,"OFRA"
"1118","OFRA_18","Disease Donor",5,"symb_vac",0.483032473385466,"OFRA"
"1119","OFRA_18","Disease Donor",NA,"min_symb",22.874,"OFRA"
"1120","OFRA_18","Disease Donor",NA,"max_vac",135.468,"OFRA"
"1121","OFRA_18","Disease Donor",NA,"avg_symb",39.9770666666667,"OFRA"
"1122","OFRA_18","Disease Donor",NA,"avg_vac",82.4105333333333,"OFRA"
"1123","CNAT_5","Disease Donor",1,"gastro",1,"CNAT"
"1124","CNAT_5","Disease Donor",1,"prop_exo",0.555555555555556,"CNAT"
"1125","CNAT_5","Disease Donor",1,"degr_symb",1,"CNAT"
"1126","CNAT_5","Disease Donor",2,"gastro",1,"CNAT"
"1127","CNAT_5","Disease Donor",2,"prop_exo",0.222222222222222,"CNAT"
"1128","CNAT_5","Disease Donor",2,"degr_symb",1,"CNAT"
"1129","CNAT_5","Disease Donor",3,"gastro",1,"CNAT"
"1130","CNAT_5","Disease Donor",3,"prop_exo",0.285714285714286,"CNAT"
"1131","CNAT_5","Disease Donor",3,"degr_symb",1,"CNAT"
"1132","CNAT_5","Disease Donor",4,"gastro",1,"CNAT"
"1133","CNAT_5","Disease Donor",4,"prop_exo",0.307692307692308,"CNAT"
"1134","CNAT_5","Disease Donor",4,"degr_symb",1,"CNAT"
"1135","CNAT_5","Disease Donor",5,"gastro",1,"CNAT"
"1136","CNAT_5","Disease Donor",5,"prop_exo",0.142857142857143,"CNAT"
"1137","CNAT_5","Disease Donor",5,"degr_symb",1,"CNAT"
"1138","CNAT_5","Disease Donor",1,"symb_vac",0.506795737778964,"CNAT"
"1139","CNAT_5","Disease Donor",1,"symb_vac",0.558078343165132,"CNAT"
"1140","CNAT_5","Disease Donor",1,"symb_vac",0.448467199814557,"CNAT"
"1141","CNAT_5","Disease Donor",2,"symb_vac",0.373892275104829,"CNAT"
"1142","CNAT_5","Disease Donor",2,"symb_vac",0.406895490902698,"CNAT"
"1143","CNAT_5","Disease Donor",2,"symb_vac",0.39078265163361,"CNAT"
"1144","CNAT_5","Disease Donor",3,"symb_vac",0.483713406704938,"CNAT"
"1145","CNAT_5","Disease Donor",3,"symb_vac",0.437507571335749,"CNAT"
"1146","CNAT_5","Disease Donor",3,"symb_vac",0.421708443991705,"CNAT"
"1147","CNAT_5","Disease Donor",4,"symb_vac",0.39017729226361,"CNAT"
"1148","CNAT_5","Disease Donor",4,"symb_vac",0.544060846335778,"CNAT"
"1149","CNAT_5","Disease Donor",4,"symb_vac",0.489437327110603,"CNAT"
"1150","CNAT_5","Disease Donor",5,"symb_vac",0.417109632184236,"CNAT"
"1151","CNAT_5","Disease Donor",5,"symb_vac",0.429251546458529,"CNAT"
"1152","CNAT_5","Disease Donor",5,"symb_vac",0.51319312280249,"CNAT"
"1153","CNAT_5","Disease Donor",NA,"min_symb",17.43,"CNAT"
"1154","CNAT_5","Disease Donor",NA,"max_vac",97.414,"CNAT"
"1155","CNAT_5","Disease Donor",NA,"avg_symb",32.699,"CNAT"
"1156","CNAT_5","Disease Donor",NA,"avg_vac",72.2147333333333,"CNAT"
"1157","No Tag","Disease Lesion",1,"gastro",1,"Pavona"
"1158","No Tag","Disease Lesion",1,"prop_exo",0.2,"Pavona"
"1159","No Tag","Disease Lesion",1,"degr_symb",1,"Pavona"
"1160","No Tag","Disease Lesion",2,"gastro",1,"Pavona"
"1161","No Tag","Disease Lesion",2,"prop_exo",0.105263157894737,"Pavona"
"1162","No Tag","Disease Lesion",2,"degr_symb",1,"Pavona"
"1163","No Tag","Disease Lesion",3,"gastro",1,"Pavona"
"1164","No Tag","Disease Lesion",3,"prop_exo",0.272727272727273,"Pavona"
"1165","No Tag","Disease Lesion",3,"degr_symb",1,"Pavona"
"1166","No Tag","Disease Lesion",4,"gastro",1,"Pavona"
"1167","No Tag","Disease Lesion",4,"prop_exo",0.0714285714285714,"Pavona"
"1168","No Tag","Disease Lesion",4,"degr_symb",1,"Pavona"
"1169","No Tag","Disease Lesion",5,"gastro",1,"Pavona"
"1170","No Tag","Disease Lesion",5,"prop_exo",0.2,"Pavona"
"1171","No Tag","Disease Lesion",5,"degr_symb",1,"Pavona"
"1172","No Tag","Disease Lesion",1,"symb_vac",0.485414598557606,"Pavona"
"1173","No Tag","Disease Lesion",1,"symb_vac",0.367353875364799,"Pavona"
"1174","No Tag","Disease Lesion",1,"symb_vac",0.498641370275123,"Pavona"
"1175","No Tag","Disease Lesion",2,"symb_vac",0.441951288075016,"Pavona"
"1176","No Tag","Disease Lesion",2,"symb_vac",0.470385609032628,"Pavona"
"1177","No Tag","Disease Lesion",2,"symb_vac",0.440428550930281,"Pavona"
"1178","No Tag","Disease Lesion",3,"symb_vac",0.448860823845773,"Pavona"
"1179","No Tag","Disease Lesion",3,"symb_vac",0.4943928099956,"Pavona"
"1180","No Tag","Disease Lesion",3,"symb_vac",0.545946240514434,"Pavona"
"1181","No Tag","Disease Lesion",4,"symb_vac",0.453306577873823,"Pavona"
"1182","No Tag","Disease Lesion",4,"symb_vac",0.437719640765326,"Pavona"
"1183","No Tag","Disease Lesion",4,"symb_vac",0.569375336202259,"Pavona"
"1184","No Tag","Disease Lesion",5,"symb_vac",0.522371630495966,"Pavona"
"1185","No Tag","Disease Lesion",5,"symb_vac",0.445208085886599,"Pavona"
"1186","No Tag","Disease Lesion",5,"symb_vac",0.554191119101733,"Pavona"
"1187","No Tag","Disease Lesion",NA,"min_symb",22.42,"Pavona"
"1188","No Tag","Disease Lesion",NA,"max_vac",99.606,"Pavona"
"1189","No Tag","Disease Lesion",NA,"avg_symb",37.7606666666667,"Pavona"
"1190","No Tag","Disease Lesion",NA,"avg_vac",79.1602666666667,"Pavona"
"1191","OFRA_14","Disease Donor",1,"gastro",1,"OFRA"
"1192","OFRA_14","Disease Donor",1,"prop_exo",0.2,"OFRA"
"1193","OFRA_14","Disease Donor",1,"degr_symb",1,"OFRA"
"1194","OFRA_14","Disease Donor",2,"gastro",1,"OFRA"
"1195","OFRA_14","Disease Donor",2,"prop_exo",0.444444444444444,"OFRA"
"1196","OFRA_14","Disease Donor",2,"degr_symb",1,"OFRA"
"1197","OFRA_14","Disease Donor",3,"gastro",1,"OFRA"
"1198","OFRA_14","Disease Donor",3,"prop_exo",0,"OFRA"
"1199","OFRA_14","Disease Donor",3,"degr_symb",1,"OFRA"
"1200","OFRA_14","Disease Donor",4,"gastro",1,"OFRA"
"1201","OFRA_14","Disease Donor",4,"prop_exo",0.363636363636364,"OFRA"
"1202","OFRA_14","Disease Donor",4,"degr_symb",1,"OFRA"
"1203","OFRA_14","Disease Donor",5,"gastro",1,"OFRA"
"1204","OFRA_14","Disease Donor",5,"prop_exo",0.4,"OFRA"
"1205","OFRA_14","Disease Donor",5,"degr_symb",1,"OFRA"
"1206","OFRA_14","Disease Donor",1,"symb_vac",0.634305578374826,"OFRA"
"1207","OFRA_14","Disease Donor",1,"symb_vac",0.394901016849241,"OFRA"
"1208","OFRA_14","Disease Donor",1,"symb_vac",0.567219220543733,"OFRA"
"1209","OFRA_14","Disease Donor",2,"symb_vac",0.55221651889874,"OFRA"
"1210","OFRA_14","Disease Donor",2,"symb_vac",0.453435132245619,"OFRA"
"1211","OFRA_14","Disease Donor",2,"symb_vac",0.367091591869727,"OFRA"
"1212","OFRA_14","Disease Donor",3,"symb_vac",0.347918222365739,"OFRA"
"1213","OFRA_14","Disease Donor",3,"symb_vac",0.496238041456285,"OFRA"
"1214","OFRA_14","Disease Donor",3,"symb_vac",0.493855302992169,"OFRA"
"1215","OFRA_14","Disease Donor",4,"symb_vac",0.488770205245301,"OFRA"
"1216","OFRA_14","Disease Donor",4,"symb_vac",0.472877358490566,"OFRA"
"1217","OFRA_14","Disease Donor",4,"symb_vac",0.665053830142122,"OFRA"
"1218","OFRA_14","Disease Donor",5,"symb_vac",0.461383161512027,"OFRA"
"1219","OFRA_14","Disease Donor",5,"symb_vac",0.494879291621418,"OFRA"
"1220","OFRA_14","Disease Donor",5,"symb_vac",0.506741282138092,"OFRA"
"1221","OFRA_14","Disease Donor",NA,"min_symb",21.799,"OFRA"
"1222","OFRA_14","Disease Donor",NA,"max_vac",150.639,"OFRA"
"1223","OFRA_14","Disease Donor",NA,"avg_symb",50.4892,"OFRA"
"1224","OFRA_14","Disease Donor",NA,"avg_vac",103.157866666667,"OFRA"
"1225","38","Disease Lesion",1,"gastro",0,"Pavona"
"1226","38","Disease Lesion",1,"prop_exo",0,"Pavona"
"1227","38","Disease Lesion",1,"degr_symb",1,"Pavona"
"1228","38","Disease Lesion",2,"gastro",0,"Pavona"
"1229","38","Disease Lesion",2,"prop_exo",0.111111111111111,"Pavona"
"1230","38","Disease Lesion",2,"degr_symb",1,"Pavona"
"1231","38","Disease Lesion",3,"gastro",1,"Pavona"
"1232","38","Disease Lesion",3,"prop_exo",0.222222222222222,"Pavona"
"1233","38","Disease Lesion",3,"degr_symb",1,"Pavona"
"1234","38","Disease Lesion",4,"gastro",1,"Pavona"
"1235","38","Disease Lesion",4,"prop_exo",0.5,"Pavona"
"1236","38","Disease Lesion",4,"degr_symb",1,"Pavona"
"1237","38","Disease Lesion",5,"gastro",0,"Pavona"
"1238","38","Disease Lesion",5,"prop_exo",0,"Pavona"
"1239","38","Disease Lesion",5,"degr_symb",1,"Pavona"
"1240","38","Disease Lesion",1,"symb_vac",0.48011351359138,"Pavona"
"1241","38","Disease Lesion",1,"symb_vac",0.560126779915064,"Pavona"
"1242","38","Disease Lesion",1,"symb_vac",0.3623118663193,"Pavona"
"1243","38","Disease Lesion",2,"symb_vac",0.487808158379622,"Pavona"
"1244","38","Disease Lesion",2,"symb_vac",0.491797135243171,"Pavona"
"1245","38","Disease Lesion",2,"symb_vac",0.452816189733028,"Pavona"
"1246","38","Disease Lesion",3,"symb_vac",0.519321067093318,"Pavona"
"1247","38","Disease Lesion",3,"symb_vac",0.386765481001134,"Pavona"
"1248","38","Disease Lesion",3,"symb_vac",0.448587134051035,"Pavona"
"1249","38","Disease Lesion",4,"symb_vac",0.474657761770722,"Pavona"
"1250","38","Disease Lesion",4,"symb_vac",0.351915054986727,"Pavona"
"1251","38","Disease Lesion",4,"symb_vac",0.455656908161803,"Pavona"
"1252","38","Disease Lesion",5,"symb_vac",0.504800836581424,"Pavona"
"1253","38","Disease Lesion",5,"symb_vac",0.450110210797554,"Pavona"
"1254","38","Disease Lesion",5,"symb_vac",0.414344497109224,"Pavona"
"1255","38","Disease Lesion",NA,"min_symb",19.488,"Pavona"
"1256","38","Disease Lesion",NA,"max_vac",78.173,"Pavona"
"1257","38","Disease Lesion",NA,"avg_symb",30.0670666666667,"Pavona"
"1258","38","Disease Lesion",NA,"avg_vac",65.7065333333333,"Pavona"
"1259","80","No Active Infection",1,"gastro",1,"Pavona"
"1260","80","No Active Infection",1,"prop_exo",0.0909090909090909,"Pavona"
"1261","80","No Active Infection",1,"degr_symb",1,"Pavona"
"1262","80","No Active Infection",2,"gastro",1,"Pavona"
"1263","80","No Active Infection",2,"prop_exo",0.25,"Pavona"
"1264","80","No Active Infection",2,"degr_symb",1,"Pavona"
"1265","80","No Active Infection",3,"gastro",1,"Pavona"
"1266","80","No Active Infection",3,"prop_exo",0.235294117647059,"Pavona"
"1267","80","No Active Infection",3,"degr_symb",1,"Pavona"
"1268","80","No Active Infection",4,"gastro",0,"Pavona"
"1269","80","No Active Infection",4,"prop_exo",0.25,"Pavona"
"1270","80","No Active Infection",4,"degr_symb",1,"Pavona"
"1271","80","No Active Infection",5,"gastro",1,"Pavona"
"1272","80","No Active Infection",5,"prop_exo",0.3,"Pavona"
"1273","80","No Active Infection",5,"degr_symb",1,"Pavona"
"1274","80","No Active Infection",1,"symb_vac",0.463197098029548,"Pavona"
"1275","80","No Active Infection",1,"symb_vac",0.487390657732717,"Pavona"
"1276","80","No Active Infection",1,"symb_vac",0.500935171498386,"Pavona"
